resource_id,timestamp,day_index,hour_of_day,weekday,cpu_percent,memory_percent,gpu_percent,network_mb,request_count,latency_ms,error_rate_percent,running
api-prod-002,2026-09-01T00:00:00Z,0,0,1,46.11,53.29,0,129.1,70,37.8,0.1,True
api-prod-002,2026-09-01T01:00:00Z,0,1,1,48.56,59.88,0,141.1,40,35.6,0.1,True
api-prod-002,2026-09-01T02:00:00Z,0,2,1,48.83,60.74,0,105.6,69,31.1,0.1,True
api-prod-002,2026-09-01T03:00:00Z,0,3,1,43.55,62.36,0,71.6,68,29.5,0.1,True
api-prod-002,2026-09-01T04:00:00Z,0,4,1,51.53,61.4,0,112.9,57,32.1,0.1,True
api-prod-002,2026-09-01T05:00:00Z,0,5,1,41.96,58.35,0,66.5,52,24.3,0.1,True
api-prod-002,2026-09-01T06:00:00Z,0,6,1,44.45,62.81,0,132.1,49,30.9,0.1,True
api-prod-002,2026-09-01T07:00:00Z,0,7,1,47.26,59.71,0,79.7,64,28.7,0.1,True
api-prod-002,2026-09-01T08:00:00Z,0,8,1,46.74,58.07,0,82.3,54,27.3,0.1,True
api-prod-002,2026-09-01T09:00:00Z,0,9,1,49.41,61.65,0,78.4,48,32.3,0.1,True
api-prod-002,2026-09-01T10:00:00Z,0,10,1,46.69,59.39,0,116.7,66,27.0,0.1,True
api-prod-002,2026-09-01T11:00:00Z,0,11,1,45.17,57.08,0,71.0,58,24.2,0.1,True
api-prod-002,2026-09-01T12:00:00Z,0,12,1,55.0,61.89,0,100.4,63,21.8,0.1,True
api-prod-002,2026-09-01T13:00:00Z,0,13,1,55.57,56.23,0,96.4,22,32.4,0.1,True
api-prod-002,2026-09-01T14:00:00Z,0,14,1,44.68,58.3,0,83.7,33,26.0,0.1,True
api-prod-002,2026-09-01T15:00:00Z,0,15,1,48.68,54.16,0,77.5,59,43.0,0.1,True
api-prod-002,2026-09-01T16:00:00Z,0,16,1,49.43,55.25,0,89.0,50,28.3,0.1,True
api-prod-002,2026-09-01T17:00:00Z,0,17,1,50.71,58.65,0,127.2,45,36.6,0.1,True
api-prod-002,2026-09-01T18:00:00Z,0,18,1,47.5,55.09,0,165.3,22,26.3,0.1,True
api-prod-002,2026-09-01T19:00:00Z,0,19,1,46.12,65.52,0,154.2,72,28.3,0.1,True
api-prod-002,2026-09-01T20:00:00Z,0,20,1,55.28,59.11,0,129.3,52,29.8,0.1,True
api-prod-002,2026-09-01T21:00:00Z,0,21,1,47.24,57.37,0,118.3,55,29.8,0.1,True
api-prod-002,2026-09-01T22:00:00Z,0,22,1,52.53,49.1,0,115.3,60,35.7,0.1,True
api-prod-002,2026-09-01T23:00:00Z,0,23,1,47.81,58.62,0,129.6,72,28.5,0.1,True
api-prod-002,2026-09-02T00:00:00Z,1,0,2,48.8,63.04,0,36.3,39,37.3,0.1,True
api-prod-002,2026-09-02T01:00:00Z,1,1,2,51.28,59.57,0,86.5,36,27.0,0.1,True
api-prod-002,2026-09-02T02:00:00Z,1,2,2,52.64,56.11,0,103.0,38,34.2,0.1,True
api-prod-002,2026-09-02T03:00:00Z,1,3,2,46.38,57.71,0,49.5,25,30.0,0.1,True
api-prod-002,2026-09-02T04:00:00Z,1,4,2,44.02,64.32,0,38.2,37,30.1,0.1,True
api-prod-002,2026-09-02T05:00:00Z,1,5,2,46.9,54.69,0,71.3,35,28.6,0.1,True
api-prod-002,2026-09-02T06:00:00Z,1,6,2,53.86,58.23,0,135.5,57,35.6,0.1,True
api-prod-002,2026-09-02T07:00:00Z,1,7,2,39.6,57.09,0,139.2,41,38.8,0.1,True
api-prod-002,2026-09-02T08:00:00Z,1,8,2,52.45,56.59,0,84.9,34,26.9,0.1,True
api-prod-002,2026-09-02T09:00:00Z,1,9,2,44.3,59.29,0,56.3,59,33.1,0.1,True
api-prod-002,2026-09-02T10:00:00Z,1,10,2,43.02,62.65,0,115.4,61,26.2,0.1,True
api-prod-002,2026-09-02T11:00:00Z,1,11,2,49.87,61.38,0,97.0,80,30.2,0.1,True
api-prod-002,2026-09-02T12:00:00Z,1,12,2,51.42,58.88,0,117.6,24,31.9,0.1,True
api-prod-002,2026-09-02T13:00:00Z,1,13,2,45.8,55.46,0,152.3,46,25.0,0.1,True
api-prod-002,2026-09-02T14:00:00Z,1,14,2,46.92,54.1,0,143.0,39,32.6,0.1,True
api-prod-002,2026-09-02T15:00:00Z,1,15,2,52.07,56.5,0,116.0,34,42.2,0.1,True
api-prod-002,2026-09-02T16:00:00Z,1,16,2,50.81,57.42,0,76.8,48,28.3,0.1,True
api-prod-002,2026-09-02T17:00:00Z,1,17,2,53.86,54.32,0,104.0,49,29.4,0.1,True
api-prod-002,2026-09-02T18:00:00Z,1,18,2,47.67,57.65,0,126.2,59,32.1,0.1,True
api-prod-002,2026-09-02T19:00:00Z,1,19,2,38.9,58.9,0,50.3,59,37.4,0.1,True
api-prod-002,2026-09-02T20:00:00Z,1,20,2,45.22,57.21,0,82.0,68,30.5,0.1,True
api-prod-002,2026-09-02T21:00:00Z,1,21,2,53.18,59.24,0,107.3,51,34.1,0.1,True
api-prod-002,2026-09-02T22:00:00Z,1,22,2,42.79,58.26,0,97.9,60,29.1,0.1,True
api-prod-002,2026-09-02T23:00:00Z,1,23,2,44.88,58.02,0,67.5,21,33.6,0.1,True
api-prod-002,2026-09-03T00:00:00Z,2,0,3,49.74,59.4,0,139.1,40,22.8,0.1,True
api-prod-002,2026-09-03T01:00:00Z,2,1,3,47.79,56.96,0,74.7,48,26.9,0.1,True
api-prod-002,2026-09-03T02:00:00Z,2,2,3,42.49,56.68,0,65.9,53,26.7,0.1,True
api-prod-002,2026-09-03T03:00:00Z,2,3,3,51.33,62.81,0,120.4,26,37.5,0.1,True
api-prod-002,2026-09-03T04:00:00Z,2,4,3,52.73,58.06,0,139.7,41,20.7,0.1,True
api-prod-002,2026-09-03T05:00:00Z,2,5,3,45.72,63.19,0,55.3,49,30.2,0.1,True
api-prod-002,2026-09-03T06:00:00Z,2,6,3,46.46,56.67,0,102.2,41,22.9,0.1,True
api-prod-002,2026-09-03T07:00:00Z,2,7,3,48.65,61.22,0,126.1,37,23.7,0.1,True
api-prod-002,2026-09-03T08:00:00Z,2,8,3,47.15,62.7,0,119.4,60,34.4,0.1,True
api-prod-002,2026-09-03T09:00:00Z,2,9,3,49.26,58.36,0,119.9,41,22.9,0.1,True
api-prod-002,2026-09-03T10:00:00Z,2,10,3,50.17,61.71,0,66.5,62,38.4,0.1,True
api-prod-002,2026-09-03T11:00:00Z,2,11,3,47.99,55.55,0,103.7,41,26.9,0.1,True
api-prod-002,2026-09-03T12:00:00Z,2,12,3,49.3,53.19,0,56.7,50,29.9,0.1,True
api-prod-002,2026-09-03T13:00:00Z,2,13,3,49.03,63.63,0,103.1,58,25.1,0.1,True
api-prod-002,2026-09-03T14:00:00Z,2,14,3,50.3,56.42,0,102.1,48,35.2,0.1,True
api-prod-002,2026-09-03T15:00:00Z,2,15,3,44.07,51.15,0,93.6,57,30.8,0.1,True
api-prod-002,2026-09-03T16:00:00Z,2,16,3,51.7,59.31,0,83.1,15,28.8,0.1,True
api-prod-002,2026-09-03T17:00:00Z,2,17,3,51.08,56.82,0,100.8,56,24.9,0.1,True
api-prod-002,2026-09-03T18:00:00Z,2,18,3,49.87,62.91,0,94.8,33,29.7,0.1,True
api-prod-002,2026-09-03T19:00:00Z,2,19,3,41.33,59.01,0,113.6,75,29.0,0.1,True
