resource_id,timestamp,day_index,hour_of_day,weekday,cpu_percent,memory_percent,gpu_percent,network_mb,request_count,latency_ms,error_rate_percent,running
AWS-BATCH-003,2026-09-01T00:00:00Z,0,0,1,3.52,9.25,0,102.8,0,0,0.1,True
AWS-BATCH-003,2026-09-01T01:00:00Z,0,1,1,0.0,12.43,0,126.1,0,0,0.1,True
AWS-BATCH-003,2026-09-01T02:00:00Z,0,2,1,0.25,7.4,0,147.4,0,0,0.1,True
AWS-BATCH-003,2026-09-01T03:00:00Z,0,3,1,2.16,15.41,0,95.4,0,0,0.1,True
AWS-BATCH-003,2026-09-01T04:00:00Z,0,4,1,3.51,13.32,0,73.5,0,0,0.1,True
AWS-BATCH-003,2026-09-01T05:00:00Z,0,5,1,4.4,10.86,0,60.4,0,0,0.1,True
AWS-BATCH-003,2026-09-01T06:00:00Z,0,6,1,5.01,11.21,0,95.3,0,0,0.1,True
AWS-BATCH-003,2026-09-01T07:00:00Z,0,7,1,0.37,16.77,0,126.3,0,0,0.1,True
AWS-BATCH-003,2026-09-01T08:00:00Z,0,8,1,6.89,11.08,0,48.1,0,0,0.1,True
AWS-BATCH-003,2026-09-01T09:00:00Z,0,9,1,9.86,11.82,0,77.5,0,0,0.1,True
AWS-BATCH-003,2026-09-01T10:00:00Z,0,10,1,5.25,15.5,0,99.3,0,0,0.1,True
AWS-BATCH-003,2026-09-01T11:00:00Z,0,11,1,7.84,15.25,0,67.7,0,0,0.1,True
AWS-BATCH-003,2026-09-01T12:00:00Z,0,12,1,1.98,14.87,0,18.6,0,0,0.1,True
AWS-BATCH-003,2026-09-01T13:00:00Z,0,13,1,3.55,7.71,0,85.7,0,0,0.1,True
AWS-BATCH-003,2026-09-01T14:00:00Z,0,14,1,3.1,10.93,0,83.4,0,0,0.1,True
AWS-BATCH-003,2026-09-01T15:00:00Z,0,15,1,0.71,18.88,0,156.0,0,0,0.1,True
AWS-BATCH-003,2026-09-01T16:00:00Z,0,16,1,0.51,16.75,0,88.0,0,0,0.1,True
AWS-BATCH-003,2026-09-01T17:00:00Z,0,17,1,4.39,11.81,0,80.2,0,0,0.1,True
AWS-BATCH-003,2026-09-01T18:00:00Z,0,18,1,6.95,12.38,0,85.7,0,0,0.1,True
AWS-BATCH-003,2026-09-01T19:00:00Z,0,19,1,0.09,9.32,0,50.8,0,0,0.1,True
AWS-BATCH-003,2026-09-01T20:00:00Z,0,20,1,4.04,8.41,0,92.0,0,0,0.1,True
AWS-BATCH-003,2026-09-01T21:00:00Z,0,21,1,8.11,15.6,0,99.0,0,0,0.1,True
AWS-BATCH-003,2026-09-01T22:00:00Z,0,22,1,3.74,17.64,0,115.6,0,0,0.1,True
AWS-BATCH-003,2026-09-01T23:00:00Z,0,23,1,3.02,7.72,0,111.8,0,0,0.1,True
AWS-BATCH-003,2026-09-02T00:00:00Z,1,0,2,6.49,10.11,0,108.7,0,0,0.1,True
AWS-BATCH-003,2026-09-02T01:00:00Z,1,1,2,2.91,11.45,0,25.4,0,0,0.1,True
