resource_id,timestamp,day_index,hour_of_day,weekday,cpu_percent,memory_percent,gpu_percent,network_mb,request_count,latency_ms,error_rate_percent,running
gpu-001,2026-09-01T00:00:00Z,0,0,1,8.99,23.94,2.79,210.9,0,0,0,True
gpu-001,2026-09-01T01:00:00Z,0,1,1,7.53,26.74,2.65,180.7,0,0,0,True
gpu-001,2026-09-01T02:00:00Z,0,2,1,7.06,20.61,3.81,131.4,0,0,0,True
gpu-001,2026-09-01T03:00:00Z,0,3,1,8.48,16.83,0.13,127.5,0,0,0,True
gpu-001,2026-09-01T04:00:00Z,0,4,1,5.97,19.28,3.47,93.5,0,0,0,True
gpu-001,2026-09-01T05:00:00Z,0,5,1,10.93,22.2,2.66,93.0,0,0,0,True
gpu-001,2026-09-01T06:00:00Z,0,6,1,6.91,18.55,3.17,165.0,0,0,0,True
gpu-001,2026-09-01T07:00:00Z,0,7,1,6.8,20.19,2.56,224.1,0,0,0,True
gpu-001,2026-09-01T08:00:00Z,0,8,1,7.97,24.47,1.41,101.2,0,0,0,True
gpu-001,2026-09-01T09:00:00Z,0,9,1,8.42,18.02,0.06,157.9,0,0,0,True
gpu-001,2026-09-01T10:00:00Z,0,10,1,9.48,21.65,3.26,138.0,0,0,0,True
gpu-001,2026-09-01T11:00:00Z,0,11,1,5.04,20.62,1.92,192.3,0,0,0,True
gpu-001,2026-09-01T12:00:00Z,0,12,1,8.69,22.97,0.36,134.6,0,0,0,True
gpu-001,2026-09-01T13:00:00Z,0,13,1,6.65,25.09,3.92,187.3,0,0,0,True
gpu-001,2026-09-01T14:00:00Z,0,14,1,6.32,22.99,2.54,189.0,0,0,0,True
gpu-001,2026-09-01T15:00:00Z,0,15,1,7.04,18.68,2.72,102.2,0,0,0,True
gpu-001,2026-09-01T16:00:00Z,0,16,1,9.63,21.78,5.03,190.1,0,0,0,True
gpu-001,2026-09-01T17:00:00Z,0,17,1,8.72,23.08,2.03,211.5,0,0,0,True
gpu-001,2026-09-01T18:00:00Z,0,18,1,67.79,67.52,98.69,4046.6,0,0,0,True
gpu-001,2026-09-01T19:00:00Z,0,19,1,68.52,78.37,93.1,3203.7,0,0,0,True
gpu-001,2026-09-01T20:00:00Z,0,20,1,66.68,83.91,95.07,3644.5,0,0,0,True
gpu-001,2026-09-01T21:00:00Z,0,21,1,63.15,81.66,92.49,3898.6,0,0,0,True
gpu-001,2026-09-01T22:00:00Z,0,22,1,64.82,78.39,95.54,4090.6,0,0,0,True
gpu-001,2026-09-01T23:00:00Z,0,23,1,6.6,20.82,2.51,91.5,0,0,0,True
gpu-001,2026-09-02T00:00:00Z,1,0,2,8.59,22.02,3.39,140.6,0,0,0,True
gpu-001,2026-09-02T01:00:00Z,1,1,2,5.17,20.97,2.37,117.9,0,0,0,True
gpu-001,2026-09-02T02:00:00Z,1,2,2,7.68,27.66,3.61,157.0,0,0,0,True
gpu-001,2026-09-02T03:00:00Z,1,3,2,8.52,16.24,2.89,148.9,0,0,0,True
gpu-001,2026-09-02T04:00:00Z,1,4,2,8.12,21.42,6.69,162.1,0,0,0,True
gpu-001,2026-09-02T05:00:00Z,1,5,2,7.93,25.43,1.25,180.1,0,0,0,True
gpu-001,2026-09-02T06:00:00Z,1,6,2,9.58,26.21,1.64,93.9,0,0,0,True
gpu-001,2026-09-02T07:00:00Z,1,7,2,9.17,19.03,6.29,127.3,0,0,0,True
gpu-001,2026-09-02T08:00:00Z,1,8,2,8.2,17.35,2.24,152.7,0,0,0,True
gpu-001,2026-09-02T09:00:00Z,1,9,2,5.88,19.24,3.71,212.0,0,0,0,True
gpu-001,2026-09-02T10:00:00Z,1,10,2,6.43,24.44,2.52,100.8,0,0,0,True
gpu-001,2026-09-02T11:00:00Z,1,11,2,8.45,17.18,4.96,157.4,0,0,0,True
gpu-001,2026-09-02T12:00:00Z,1,12,2,8.52,18.29,4.17,97.2,0,0,0,True
gpu-001,2026-09-02T13:00:00Z,1,13,2,9.04,22.75,3.45,163.9,0,0,0,True
gpu-001,2026-09-02T14:00:00Z,1,14,2,6.64,22.88,3.35,121.4,0,0,0,True
gpu-001,2026-09-02T15:00:00Z,1,15,2,11.73,18.43,3.71,176.3,0,0,0,True
gpu-001,2026-09-02T16:00:00Z,1,16,2,6.05,25.48,4.18,117.2,0,0,0,True
gpu-001,2026-09-02T17:00:00Z,1,17,2,9.93,24.47,3.62,225.9,0,0,0,True
